vehicle1-relx(m),vehicle1-rely(m),vehicle1-relvx(km/h),vehicle1-relvy(km/h),vehicle2-relx(m),vehicle2-rely(m),vehicle2-relvx(km/h),vehicle2-relvy(km/h),vehicle3-relx(m),vehicle3-rely(m),vehicle3-relvx(km/h),vehicle3-relvy(km/h),vehicle4-relx(m),vehicle4-rely(m),vehicle4-relvx(km/h),vehicle4-relvy(km/h),vehicle5-relx(m),vehicle5-rely(m),vehicle5-relvx(km/h),vehicle5-relvy(km/h),vehicle6-relx(m),vehicle6-rely(m),vehicle6-relvx(km/h),vehicle6-relvy(km/h),vehicle7-relx(m),vehicle7-rely(m),vehicle7-relvx(km/h),vehicle7-relvy(km/h),vehicle8-relx(m),vehicle8-rely(m),vehicle8-relvx(km/h),vehicle8-relvy(km/h),vehicle9-relx(m),vehicle9-rely(m),vehicle9-relvx(km/h),vehicle9-relvy(km/h),vehicle10-relx(m),vehicle10-rely(m),vehicle10-relvx(km/h),vehicle10-relvy(km/h),vehicle11-relx(m),vehicle11-rely(m),vehicle11-relvx(km/h),vehicle11-relvy(km/h),vehicle12-relx(m),vehicle12-rely(m),vehicle12-relvx(km/h),vehicle12-relvy(km/h),vehicle13-relx(m),vehicle13-rely(m),vehicle13-relvx(km/h),vehicle13-relvy(km/h),vehicle14-relx(m),vehicle14-rely(m),vehicle14-relvx(km/h),vehicle14-relvy(km/h),vehicle15-relx(m),vehicle15-rely(m),vehicle15-relvx(km/h),vehicle15-relvy(km/h),vehicle16-relx(m),vehicle16-rely(m),vehicle16-relvx(km/h),vehicle16-relvy(km/h),vehicle17-relx(m),vehicle17-rely(m),vehicle17-relvx(km/h),vehicle17-relvy(km/h),vehicle18-relx(m),vehicle18-rely(m),vehicle18-relvx(km/h),vehicle18-relvy(km/h),vehicle19-relx(m),vehicle19-rely(m),vehicle19-relvx(km/h),vehicle19-relvy(km/h),vehicle20-relx(m),vehicle20-rely(m),vehicle20-relvx(km/h),vehicle20-relvy(km/h),vehicle21-relx(m),vehicle21-rely(m),vehicle21-relvx(km/h),vehicle21-relvy(km/h),vehicle22-relx(m),vehicle22-rely(m),vehicle22-relvx(km/h),vehicle22-relvy(km/h),vehicle23-relx(m),vehicle23-rely(m),vehicle23-relvx(km/h),vehicle23-relvy(km/h)
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,39,0,-3.3382,0,-0,0,0,-3.6,-8,0,-1.8328,1.2,-54.6,0.2618,-4.8437,0,-0,0,0,4.4,73,-0.3927,-7.6579,-3.4,101.4,3.6,-25.2,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,39,0,-3.2072,0,-0,0,0,-3.6,-8,0,-1.7672,1.2,-54.8,0.3927,-6.9382,0,-0,0,0,3.8,72.8,-0.4582,-7.4621,-3.6,100.6,4.32,-25.92,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,39,0,-3.1418,0,-0,0,0,-3.6,-8.2,0,-1.5709,1,-54.8,0.4582,-5.9563,0,-0,0,0,3.8,72.6,-0.4582,-7.5924,-3.8,99.8,2.3143,-25.2,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,38.8,0,-3.1418,0,-0,0,0,-3.6,-8.2,0,-1.5709,1.2,-55,1.1782,-4.9746,0,-0,0,0,4.2,72.4,-1.1782,-7.6579,-3.8,99.2,1.32,-25.44,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,38.8,0,-2.8146,0,-0,0,0,-3.6,-8.2,0,-1.3746,1.2,-55.8,0.7854,-3.9928,0,-0,0,0,4.2,72,-0.3927,-8.051,-3.6,98.6,1.5054,-25.462,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,38.6,0,-2.5528,0,-0,0,0,-3.6,-8.2,0,-1.3746,1,-55.2,0.3927,-3.0763,0,-0,0,0,4.2,71.8,-1.8982,-8.051,-3.8,97.8,1.1128,-25.265,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,38.6,0,-2.7491,0,-0,0,0,-3.6,-8.2,0,-1.2437,1,-56.6,0.3273,-2.2254,0,-0,0,0,4.2,71.8,-3.5346,-7.6579,-3.8,97,0.5891,-25.397,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,38.6,0.3273,-2.6837,0,-0,0,0,-3.6,-8.2,0,-0.9818,1,-55.2,0.1964,-1.44,0,-0,0,0,4.2,71.4,-2.4872,-7.2655,-3.6,96.4,0.6545,-25.462,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,38.4,0.5891,-2.3563,0,-0,0,0,-3.6,-8.4,0,-0.9818,0.8,-55.4,0.3927,-0.0655,0,-0,0,0,4.2,71.2,-2.2909,-6.8728,-3.8,95.6,1.3091,-25.855,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,38.4,0.4582,-2.4872,0,-0,0,0,-3.6,-8.4,0,-0.9163,1.2,-55.4,0.1964,1.44,0,-0,0,0,4.2,71,-1.2437,-6.48,-4,95,1.5054,-25.855,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,38.4,0.3273,-2.3563,0,-0,0,0,-3.6,-8.4,0,-1.1128,1.2,-55.4,-0.0655,1.44,0,-0,0,0,5,70.8,-0.2618,-6.8072,-3.8,94.4,1.2437,-25.789,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,38.2,0.1964,-2.3563,0,-0,0,0,-3.6,-8.4,0,-1.1782,1,-55.6,0,2.4218,0,-0,0,0,5,70.8,0.6545,-7.1346,-3.8,93.4,1.2437,-25.658,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-0.2,38.2,0.0655,-2.16,0,-0,0,0,-3.6,-8.4,0,-1.1128,1,-55.6,0.0655,0.3273,0,-0,0,0,4.2,70.6,1.1782,-6.7418,-4,92.8,1.1782,-25.528,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-0.2,38.2,-0.0655,-2.0946,0,-0,0,0,-3.6,-8.4,0,-0.9163,1,-55.4,0.1309,0.5891,0,-0,0,0,4.8,70.4,0.72,-6.7418,-4.2,92,0.6545,-25.397,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,38,-0.1964,-2.16,0,-0,0,0,-3.6,-8.4,0,-0.9818,1,-55.2,0.5891,0.8509,0,-0,0,0,4,70.2,3.4037,-6.48,-4,91.4,0.72,-25.592,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,38,-0.3273,-2.3563,0,-0,0,0,-3.6,-8.6,0,-0.9818,1,-55.2,0.3273,-0.2618,0,-0,0,0,4,69.8,5.6946,-6.3491,-4,90.6,0.72,-25.397,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,38,-0.4582,-2.2909,0,-0,0,0,-3.6,-8.6,0,-1.2437,1,-55.2,0.3273,-1.1782,0,-0,0,0,4,69.6,6.0218,-6.3491,-4,90,0.3273,-25.134,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,38,-0.5891,-2.3563,0,-0,0,0,-3.6,-8.6,0,-1.3746,1,-55.4,0.5891,-1.6363,0,-0,0,0,4.2,69.6,5.6946,-6.0872,-4,89.4,-0.1309,-25.2,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,37.8,-0.3273,-2.2254,0,-0,0,0,-3.6,-8.6,0,-1.3746,1,-55.4,0.7854,-1.7672,0,-0,0,0,4.8,69.4,6.2837,-5.8909,-4,88.6,-0.5891,-24.938,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,37.8,0,-2.2254,0,-0,0,0,-3.6,-8.6,0,-1.2437,1,-55.2,0.9163,-1.8982,0,-0,0,0,3,69.4,4.9746,-5.76,-4.2,87.8,-0.5891,-25.069,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,37.6,0,-2.3563,0,-0,0,0,-3.6,-8.6,0,-1.3091,1,-56,0.9818,-1.5709,0,-0,0,0,3,69.2,4.7128,-6.0218,-4,87.2,-0.8509,-24.872,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,37.6,0,-2.2909,0,-0,0,0,-3.6,-8.8,0,-1.5709,0.8,-56,0.9818,-1.7672,0,-0,0,0,3,69,4.1891,-6.3491,-4,86.4,-1.0472,-25.069,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,37.6,0,-2.3563,0,-0,0,0,-3.6,-8.8,0,-1.7018,0.8,-55.6,0.9163,-1.7018,0,-0,0,0,3,68.8,3.4037,-6.8072,-4,85.8,-1.1782,-24.938,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,37.6,0,-2.16,0,-0,0,0,-3.6,-8.8,0,-2.0291,0.8,-55.4,0.7854,-1.44,0,-0,0,0,3,68.6,1.9637,-7.0037,-3.8,85.2,-1.2437,-24.808,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,37.4,0,-2.0946,0,-0,0,0,-3.6,-8.8,0,-2.16,0.8,-55.6,0.5891,-1.0472,0,-0,0,0,3.2,68.4,-1.3091,-7.2655,-3.8,84.4,-1.5709,-24.677,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,37.4,0,-2.16,0,-0,0,0,-3.6,-9,0,-2.0946,0.8,-55.6,0.6545,-0.1309,0,-0,0,0,3.2,68,-1.5054,-7.2,-3.8,83.8,-1.3746,-24.938,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,37.4,0,-2.3563,0,-0,0,0,-3.6,-9,0,-2.16,0.8,-56,0.5891,0.0655,0,-0,0,0,3.2,68,-1.5709,-7.1346,-3.8,83,-1.3746,-24.872,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,37.2,0,-2.6837,0,-0,0,0,-3.6,-9,0,-2.3563,0.8,-56,0.7854,-0.2618,0,-0,0,0,3.2,67.8,-1.5054,-7.0691,-3.8,82.4,-1.2437,-25.2,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,37.2,0,-2.7491,0,-0,0,0,-3.6,-9.2,0,-2.3563,0.8,-55.8,0.9163,-0.2618,0,-0,0,0,3.2,67.6,-1.3091,-7.0037,-3.8,81.6,-0.9818,-25.2,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,37.2,0,-2.5528,0,-0,0,0,-3.6,-9.2,0,-2.4872,0.8,-55.8,0.9818,-0.1309,0,-0,0,0,3.4,67.4,-0.9818,-6.9382,-3.6,81,-0.6545,-25.2,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,37,0,-2.8146,0,-0,0,0,-3.6,-9.2,0,-2.3563,0.6,-55.8,0.9818,-0.5236,0,-0,0,0,3.4,67.2,-0.9163,-6.8728,-3.6,80.2,-0.3273,-25.2,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,37,0,-2.8146,0,-0,0,0,-3.6,-9.4,0,-2.3563,0.6,-55.4,0.9163,-0.3927,0,-0,0,0,3.4,67,-0.7854,-7.5276,-3.6,79.6,0,-25.2,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,36.8,0,-2.88,0,-0,0,0,-3.6,-9.4,0,-2.16,0.6,-55.6,0.7854,-0.9163,0,-0,0,0,3.4,66.8,-0.9163,-7.789,-3.6,78.8,0.3273,-25.2,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,36.8,0,-3.0109,0,-0,0,0,-3.6,-9.4,0,-2.0946,0.6,-55.8,0.5891,-1.44,0,-0,0,0,3.4,66.6,-0.9163,-7.9855,-3.6,78.2,0.6545,-25.2,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,36.8,0,-2.88,0,-0,0,0,-3.6,-9.6,0,-2.16,0.6,-56,0.3273,-1.5709,0,-0,0,0,3.4,66.4,-1.1128,-8.1166,-3.8,77.4,0.6545,-25.528,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,36.6,0,-2.8146,0,-0,0,0,-3.6,-9.6,0,-2.0291,0.6,-56.2,-0.3273,-1.6363,0,-0,0,0,3.4,66.2,-1.5054,-8.1821,-3.8,76.8,0.3273,-25.462,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,36.6,0,-2.8146,0,-0,0,0,-3.6,-9.6,0,-2.0291,0.6,-56,-0.5891,-1.9637,0,-0,0,0,3.4,65.8,-1.7672,-8.1821,-3.8,76,-0.3273,-25.723,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,36.4,0,-2.88,0,-0,0,0,-3.6,-9.6,0,-2.16,0.6,-56,-0.7854,-1.7018,0,-0,0,0,3.6,65.6,-1.8982,-8.4434,-3.8,75.4,-0.9163,-25.592,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,36.4,0,-3.0109,0,-0,0,0,-3.6,-9.8,0,-2.0946,0.6,-56,-0.9163,-1.8328,0,-0,0,0,3.6,65.4,-1.5709,-8.2476,-3.8,74.6,-1.44,-25.462,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,36.4,-0.3273,-3.2072,0,-0,0,0,-3.6,-9.8,0,-2.16,0.6,-56,-0.9818,-1.7018,0,-0,0,0,3.8,65.2,-1.5054,-8.3124,-3.6,73.8,-1.8982,-25.003,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,36.2,-0.5891,-3.0763,0,-0,0,0,-3.6,-9.8,0,-2.3563,0.8,-56,-0.6545,-1.44,0,-0,0,0,3.8,65,-0.9818,-8.2476,-3.6,73.2,-1.5709,-25.265,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,36.2,-0.7854,-3.3382,0,-0,0,0,-3.6,-10,0,-2.3563,0.8,-56.2,-0.3273,-1.5054,0,-0,0,0,3.8,64.8,-0.0655,-8.051,-3.4,72.4,-1.1782,-25.462,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,36,-0.9163,-3.2728,0,-0,0,0,-3.6,-10,0,-2.16,0.8,-56.4,-0.3273,-1.1782,0,-0,0,0,3.8,64.4,0.5236,-8.1166,-3.4,71.8,-1.0472,-25.265,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,36,-0.9818,-3.6,0,-0,0,0,-3.6,-10,-0.3273,-2.0946,0.8,-56.6,-0.2618,-0.7854,0,-0,0,0,3.6,64.4,0.7854,-8.1166,-3.4,71.2,-0.4582,-25.397,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.2,35.8,-0.9818,-3.6,0,-0,0,0,-3.6,-10.2,-0.5891,-2.16,0.8,-56.4,-0.1309,-0.3273,0,-0,0,0,3.8,64,1.0472,-8.051,-3.4,70.6,0.1964,-25.462,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.2,35.8,-0.9163,-3.6,0,-0,0,0,-3.6,-10.2,-1.1128,-2.0291,0.6,-56.2,0.0655,-0.7854,0,-0,0,0,3.6,63.8,0.9163,-7.92,-3.6,69.6,0.5236,-25.528,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.2,35.6,-0.7854,-3.6,0,-0,0,0,-3.6,-10.2,-1.5054,-1.7018,0.6,-56.2,-0.0655,-0.6545,0,-0,0,0,3.4,63.6,0.72,-7.7234,-3.6,68.8,0.8509,-25.265,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.2,35.6,-0.5891,-3.6,0,-0,0,0,-3.6,-10.2,-2.0946,-1.5709,0.8,-56.2,-0.5236,-0.72,0,-0,0,0,3.6,63.4,0.4582,-7.4621,-3.4,68.4,0.7854,-25.397,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.2,35.4,-0.3273,-3.6,0,-0,0,0,-3.4,-10.4,-2.4872,-0.9818,0.8,-56.2,-0.9163,-1.0472,0,-0,0,0,3.6,63.2,0.1309,-7.5276,-3.6,67.4,0.6545,-25.2,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.2,35.4,0,-3.6,0,-0,0,0,-3.4,-10.4,-3.12,-0.6,0.8,-56.2,-1.2437,-1.7018,0,-0,0,0,3.6,63,0.4582,-7.2,-3.6,66.8,0.4582,-25.003,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0.2,35.2,0,-3.6,0,-0,0,0,-3.2,-10.4,-3.6,0,0.8,-56.8,-1.5054,-1.9637,0,-0,0,0,3.6,62.8,0.3273,-7.2,-3.6,66.2,0.1964,-24.415,0,-0,0,0
