vehicle1-relx(m),vehicle1-rely(m),vehicle1-relvx(km/h),vehicle1-relvy(km/h),vehicle2-relx(m),vehicle2-rely(m),vehicle2-relvx(km/h),vehicle2-relvy(km/h),vehicle3-relx(m),vehicle3-rely(m),vehicle3-relvx(km/h),vehicle3-relvy(km/h),vehicle4-relx(m),vehicle4-rely(m),vehicle4-relvx(km/h),vehicle4-relvy(km/h),vehicle5-relx(m),vehicle5-rely(m),vehicle5-relvx(km/h),vehicle5-relvy(km/h),vehicle6-relx(m),vehicle6-rely(m),vehicle6-relvx(km/h),vehicle6-relvy(km/h),vehicle7-relx(m),vehicle7-rely(m),vehicle7-relvx(km/h),vehicle7-relvy(km/h),vehicle8-relx(m),vehicle8-rely(m),vehicle8-relvx(km/h),vehicle8-relvy(km/h),vehicle9-relx(m),vehicle9-rely(m),vehicle9-relvx(km/h),vehicle9-relvy(km/h),vehicle10-relx(m),vehicle10-rely(m),vehicle10-relvx(km/h),vehicle10-relvy(km/h),vehicle11-relx(m),vehicle11-rely(m),vehicle11-relvx(km/h),vehicle11-relvy(km/h),vehicle12-relx(m),vehicle12-rely(m),vehicle12-relvx(km/h),vehicle12-relvy(km/h),vehicle13-relx(m),vehicle13-rely(m),vehicle13-relvx(km/h),vehicle13-relvy(km/h),vehicle14-relx(m),vehicle14-rely(m),vehicle14-relvx(km/h),vehicle14-relvy(km/h),vehicle15-relx(m),vehicle15-rely(m),vehicle15-relvx(km/h),vehicle15-relvy(km/h),vehicle16-relx(m),vehicle16-rely(m),vehicle16-relvx(km/h),vehicle16-relvy(km/h),vehicle17-relx(m),vehicle17-rely(m),vehicle17-relvx(km/h),vehicle17-relvy(km/h),vehicle18-relx(m),vehicle18-rely(m),vehicle18-relvx(km/h),vehicle18-relvy(km/h),vehicle19-relx(m),vehicle19-rely(m),vehicle19-relvx(km/h),vehicle19-relvy(km/h),vehicle20-relx(m),vehicle20-rely(m),vehicle20-relvx(km/h),vehicle20-relvy(km/h),vehicle21-relx(m),vehicle21-rely(m),vehicle21-relvx(km/h),vehicle21-relvy(km/h),vehicle22-relx(m),vehicle22-rely(m),vehicle22-relvx(km/h),vehicle22-relvy(km/h),vehicle23-relx(m),vehicle23-rely(m),vehicle23-relvx(km/h),vehicle23-relvy(km/h),vehicle24-relx(m),vehicle24-rely(m),vehicle24-relvx(km/h),vehicle24-relvy(km/h),vehicle25-relx(m),vehicle25-rely(m),vehicle25-relvx(km/h),vehicle25-relvy(km/h),vehicle26-relx(m),vehicle26-rely(m),vehicle26-relvx(km/h),vehicle26-relvy(km/h),vehicle27-relx(m),vehicle27-rely(m),vehicle27-relvx(km/h),vehicle27-relvy(km/h),vehicle28-relx(m),vehicle28-rely(m),vehicle28-relvx(km/h),vehicle28-relvy(km/h),vehicle29-relx(m),vehicle29-rely(m),vehicle29-relvx(km/h),vehicle29-relvy(km/h),vehicle30-relx(m),vehicle30-rely(m),vehicle30-relvx(km/h),vehicle30-relvy(km/h),vehicle31-relx(m),vehicle31-rely(m),vehicle31-relvx(km/h),vehicle31-relvy(km/h),vehicle32-relx(m),vehicle32-rely(m),vehicle32-relvx(km/h),vehicle32-relvy(km/h)
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-9.8,14,0.9163,0.9818,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.2,71,2.9454,11.717,5.4,-51,0.8509,1.2437,-6.4,33,1.8328,13.549,0,-0,0,0,-4.6,-20,2.0946,6.2837,1,-45,1.1128,9.6221,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-9.8,14.2,0.7854,1.3091,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.2,71.2,2.4872,11.717,5.4,-51,0.5891,1.2763,-6.4,33.4,1.7018,13.68,0,-0,0,0,-4.6,-19.8,1.8328,6.2182,1,-44.8,0.9163,10.08,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-9.8,14.2,0.5891,1.5054,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.2,71.6,2.16,11.651,5.4,-51,-0.0655,1.3746,-6.4,33.8,1.44,13.877,0,-0,0,0,-4.6,-19.8,1.7672,6.2182,1,-44.4,0.9818,10.277,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-9.8,14.2,0.3273,1.5709,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,72,1.9637,11.848,5.4,-51,1.0472,1.8982,-6.6,34.2,1.0472,14.466,0,-0,0,0,-4.8,-19.6,1.8982,6.2837,0.8,-44.2,0.9818,10.211,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-9.8,14.2,0,1.5054,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,72.2,1.1782,11.586,5.4,-50.8,0.72,2.2254,-6.8,34.6,0.9163,14.662,0,-0,0,0,-4.8,-19.4,1.8328,6.7418,0.8,-43.8,1.2437,10.211,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-9.8,14.2,0,1.3091,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,72.6,0.9818,11.258,5.6,-50.8,-0.0655,1.9637,-6.6,35,0.72,15.185,0,-0,0,0,-4.8,-19.2,1.5709,7.2,0.8,-43.6,1.3746,10.277,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-9.8,14.4,0,0.9818,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,72.8,0.72,11.258,5.4,-50.8,0.72,1.8982,-6.6,35.4,0.4582,15.317,0,-0,0,0,-4.8,-19,1.5054,7.6579,0.8,-43.2,1.7018,10.408,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-9.8,14.4,0,1.2437,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,73.2,0.3927,11.192,5.8,-50.8,1.0472,2.0291,-6.6,35.8,0.1309,15.382,0,-0,0,0,-4.8,-18.8,1.6363,8.1166,0.8,-43,1.8328,10.211,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-9.8,14.4,0,1.3746,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,73.6,0,11.389,5,-50.6,2.2909,1.9637,-6.6,36.4,-0.2618,15.382,0,-0,0,0,-5,-18.6,1.5709,8.1821,0.8,-42.8,1.7672,10.408,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-9.8,14.4,0,1.3746,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,73.8,-0.0655,11.848,5.8,-50.4,3.2728,1.7018,-6.6,36.8,-0.3273,15.643,0,-0,0,0,-5,-18.2,1.7018,8.1821,0.6,-42.4,1.8982,10.277,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-9.8,14.4,0,1.2437,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,74,0.5236,11.848,5.2,-50.6,3.9928,1.6363,-6.6,37.2,0,15.775,0,-0,0,0,-5,-18,1.7018,8.1166,0.6,-42.2,2.2254,10.211,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-9.8,14.4,0,0.9818,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,74.4,0.6545,12.109,5,-50.6,4.0582,1.7672,-6.6,37.6,0,15.775,0,-0,0,0,-5,-17.8,1.5709,7.9855,0.4,-41.8,2.3563,10.211,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-9.8,14.6,0,0.9818,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,74.8,0.72,11.912,5.2,-50.4,4.1891,2.0291,-6.6,38,0,15.643,0,-0,0,0,-5.2,-17.6,1.3091,7.789,0.4,-41.6,1.9637,10.277,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-9.8,14.6,0.3273,1.2437,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,75.2,0.3927,11.978,4.6,-50.4,2.9454,2.3563,-6.6,38.4,0.6545,15.709,0,-0,0,0,-5.2,-17.4,1.2437,7.8545,0.4,-41.2,1.44,10.408,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-9.8,14.6,0.5891,1.3746,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,75.6,0.4582,12.306,4.6,-50.4,3.2728,2.7491,-6.6,39,0.5236,15.971,0,-0,0,0,-5.2,-17.2,1.3746,7.789,0.4,-41,0.7854,10.211,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-9.8,14.6,0.7854,1.3746,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.8,75.8,0.1964,12.175,4.6,-50.4,1.8982,3.2728,-6.6,39.4,0.72,16.102,0,-0,0,0,-5.2,-17,1.3746,7.9855,0.2,-40.8,0.3927,10.08,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-9.8,14.6,0.5891,1.2437,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,76.2,-0.0655,11.912,4.6,-50.2,1.3091,3.2072,-6.6,39.8,0.8509,16.429,0,-0,0,0,-5.2,-16.8,1.2437,8.1166,0.2,-40.4,-0.0655,10.015,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-9.8,14.6,0.72,0.9818,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,76.4,-0.3273,11.848,4.6,-50,1.5709,3.2072,-6.6,40.2,0.9163,16.56,0,-0,0,0,-5.2,-16.6,0.9818,8.1821,0.4,-40.2,-0.1964,10.015,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-10,14.8,0.7854,0.9818,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,76.8,-0.2618,11.651,4.8,-49.8,1.1782,3.6,-7,40.8,0.9163,16.822,0,-0,0,0,-5.4,-16.2,0.9818,8.1821,0.4,-39.8,-0.3273,9.7524,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-10,14.8,0.7854,1.2437,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,77.2,0.0655,11.717,4.6,-49.8,1.6363,3.6654,-6.6,41.2,0.8509,16.822,0,-0,0,0,-5.4,-16,0.9163,8.4434,0.4,-39.6,-0.4582,9.949,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-10,14.8,0.72,1.3746,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,77.4,2.88,12.043,4.6,-49.8,1.9637,3.4037,-6.8,41.6,0.72,17.28,0,-0,0,0,-5.4,-15.8,0.7854,8.5745,0.4,-39.4,-0.5891,9.8834,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-9.8,14.8,0.5891,0.0655,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,77.8,5.8254,12.24,4.6,-49.8,2.4872,2.8146,-6.8,42.2,0.5236,17.477,0,-0,0,0,-5.4,-15.6,0.5891,8.5745,0.4,-39,0.3273,9.5566,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-10,14.8,0.3927,-1.1128,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.4,78.2,7.8545,12.306,4.2,-49.6,2.8146,2.6182,-6.8,42.6,0.2618,17.411,0,-0,0,0,-5.4,-15.4,0.3273,8.771,0.4,-38.8,0.8509,9.6876,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-10,14.8,0.1309,-2.16,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.6,78.4,9.2945,12.24,4.2,-49.4,2.9454,2.16,-6.8,43.2,-0.0655,17.411,0,-0,0,0,-5.4,-15.2,0,8.771,0.4,-38.6,0.3273,9.5566,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-10,15,0.1964,-2.6837,0,-0,0,0,0,-0,0,0,0,-0,0,0,-6.8,78.8,11.88,12.48,4.2,-49.4,2.4872,2.5528,-6.8,43.6,0.6545,17.803,0,-0,0,0,-5.4,-14.8,0.3273,8.9676,0.4,-38.2,-0.1309,9.8834,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-10,15,0.2618,-2.6837,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.4,79.2,14.4,12.343,4.2,-49.4,1.8328,3.3382,-6.8,44.2,1.2437,17.869,0,-0,0,0,-5.4,-14.6,0.48,9.36,0.4,-38,-0.5236,9.949,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-10,14.2,0.3273,-2.5528,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.4,79.6,11.52,12.24,4,-49.4,1.0472,3.7309,-6.8,44.6,1.3091,17.935,0,-0,0,0,-5.4,-14.4,0.7714,9.5141,0,-37.8,-0.8509,10.08,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-10,14.2,0,-2.2909,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.4,79.8,0,10.8,4,-49.2,0.4582,3.7309,-6.8,45,2.6182,18,0,-0,0,0,-5.4,-14,1.44,9.36,0.2,-37.4,-1.1128,10.277,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-10,14.2,0.3273,-1.8982,0,-0,0,0,0,-0,0,0,0,-0,0,0,-8.4,80.2,0,10.8,4,-49.4,0.1309,4.3854,-6.8,45.6,1.9637,18.066,0,-0,0,0,-5.4,-13.8,3.6,7.2,0.6,-37.2,-1.3091,10.211,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-10,14.2,0.5891,-1.3746,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4,-49,-0.1964,4.9746,-7,46.2,1.3091,18.458,0,-0,0,0,-5.6,-13.6,3.6,7.2,0.6,-36.8,-1.1128,9.8834,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-10,14.4,0.7854,-0.3273,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.2,-48.6,-0.5236,5.4982,-7.4,46.6,1.3091,18.785,0,-0,0,0,0,-0,0,0,0.6,-36.6,-0.9163,9.6876,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-10,14.4,0.9163,1.2437,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.2,-48.6,-0.1964,5.5637,-7,47.2,2.16,19.048,0,-0,0,0,0,-0,0,0,0.6,-36.2,-0.72,9.6221,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-10,14.4,0.9818,1.3746,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4,-48.6,0.3927,5.4982,-7.8,47.6,3.6654,19.243,0,-0,0,0,0,-0,0,0,0.6,-36,0.2618,9.6221,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-10.2,14.4,0.9818,1.3746,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.2,-48.2,0.5891,5.6291,-6.8,48.2,3.72,19.2,0,-0,0,0,0,-0,0,0,0.6,-35.8,0.9818,9.36,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-10.2,14.4,0.9163,1.2437,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.2,-48.2,0.7854,5.1709,-6.8,48.8,5.9143,19.543,0,-0,0,0,0,-0,0,0,0.4,-35.6,0.9818,9.229,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,-10.2,14.4,0.7854,0.9818,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,4.2,-48,1.3091,4.5163,-7.2,49.4,15.12,19.44,0,-0,0,0,0,-0,0,0,0.4,-35.4,0.9163,9.229,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0
